pr_level_item_1,pr_level_item_2,pr_level_item_3,pr_level_item_4,pr_level_item_5,pr_level_item_6,pr_level_mean,NR_item_rev_1,NR_item_rev_2,NR_item_rev_3,NR_item_rev_4,NR_item_rev_5,NR_item_rev_6,s_NR,Consv_item_1,Consv_item_2,Consv_item_3,Consv_item_4,Consv_item_5,Consv_item_6,s_conservation,Dread_item_rev_1,Dread_item_rev_2,Dread_item_rev_3,Dread_item_rev_4,Dread_item_rev_5,Dread_item_rev_6,s_dread,Unknown_item_rev_1,Unknown_item_rev_2,Unknown_item_rev_3,Unknown_item_rev_4,s_unknown,DNA_item_1,DNA_item_2,DNA_item_3,knowledge_dna,Biochem_item_1,Biochem_item_2,Biochem_item_3,knowledge_biochem,Ecol_item_1,Ecol_item_2,Ecol_item_3,Ecol_item_4,knowledge_ecol,Chem_item_1,Chem_item_2,Chem_item_3,Chem_item_4,Chem_item_5,knowledge_chem,SpeciesID_item_1,SpeciesID_item_2,SpeciesID_item_3,SpeciesID_item_4,SpeciesID_item_5,species_id_ability
1,1,1,1,1,1,1,2,3,3,4,4,4,3.333333333,4,4,4,4,4,3,3.8,3,5,4,4,4,3,3.833333333,3,2,2,3,2.5,1,2,1,2,1,2,2,3,2,2,2,1,3,2,1,1,2,2,2,2,3,5,3,4,5
1,1,1,1,1,1,1,3,3,3,2,3,3,2.833333333,4,4,3,3,4,4,3.8,4,4,4,4,5,4,4.166666667,3,3,4,4,3.5,3,3,3,0,3,3,3,0,3,3,3,1,1,3,1,3,3,3,1,2,3,5,3,1,4
6,6,6,6,6,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,2,3,5,3,1,4
6,6,6,6,6,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,1,3,5,3,2,3
1,1,1,2,2,2,1.5,2,2,2,2,2,3,2.166666667,3,3,3,2,3,3,2.8,3,4,4,4,4,4,3.833333333,3,3,4,4,3.5,1,2,3,2,3,2,2,2,3,2,3,1,2,3,1,1,3,3,1,2,3,5,2,1,3
1,1,1,1,1,1,1,3,3,4,3,3,3,3.166666667,2,3,3,2,3,2,2.4,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,2,3,2,2,2,2,2,1,1,2,1,1,2,3,2,3,2,3,5,3,1,4
6,6,6,6,6,6,NA,2,2,3,3,3,3,2.666666667,3,4,3,3,3,3,3.2,3,4,4,3,3,3,3.333333333,5,3,3,3,3.5,1,3,3,1,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,3,3,5,3,1,3
1,1,1,2,2,2,1.5,4,3,3,2,4,2,3,4,4,4,3,2,3,3.2,4,5,3,4,5,3,4,4,4,5,4,4.25,1,2,3,2,3,3,2,1,1,1,1,1,2,1,1,2,2,3,4,2,3,5,2,1,3
1,1,1,1,1,1,1,4,3,4,4,4,4,3.833333333,4,4,3,2,4,5,3.8,3,5,4,3,4,4,3.833333333,4,3,3,4,3.5,1,3,3,1,3,3,3,0,3,3,3,1,1,1,3,1,2,3,2,2,3,5,5,1,3
1,1,1,2,1,2,1.333333333,2,3,2,3,2,3,2.5,4,4,3,3,3,4,3.6,3,4,4,3,4,3,3.5,4,3,4,4,3.75,1,2,3,2,3,3,2,1,2,2,2,1,3,1,1,1,1,3,2,2,3,5,3,2,4
2,2,2,2,2,2,2,5,1,1,1,1,1,1.666666667,5,5,1,5,5,5,5,5,5,1,1,5,5,3.666666667,5,5,5,5,5,1,2,2,3,1,2,2,3,1,2,1,1,3,1,1,2,2,3,4,1,3,5,3,4,4
2,1,2,2,2,1,1.666666667,4,3,4,4,4,3,3.666666667,2,4,3,2,3,3,2.8,3,4,4,3,4,3,3.5,4,4,4,3,3.75,1,3,3,1,3,1,3,0,3,3,2,3,1,3,3,1,3,3,0,2,4,5,3,3,3
6,6,6,6,6,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,2,2.8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,2,1,5,5,1,2
1,1,1,1,1,1,1,4,2,2,3,2,3,2.666666667,2,4,4,4,2,4,3.2,1,5,5,4,5,5,4.166666667,4,4,4,4,4,1,3,3,1,1,1,2,2,1,2,1,1,3,1,1,1,1,1,3,2,3,5,2,1,3
1,1,1,1,1,1,1,3,4,4,4,5,4,4,2,3,3,3,3,4,3,3,5,5,4,4,4,4.166666667,3,2,3,3,2.75,1,3,3,1,3,2,2,2,3,2,3,1,2,1,3,3,2,3,2,2,3,5,3,4,5
2,2,3,3,2,4,2.666666667,2,2,1,1,2,2,1.666666667,3,3,3,3,3,4,3.2,3,4,3,3,4,4,3.5,4,3,3,2,3,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,2,3,3,3,3,5,4,1,2
1,1,1,1,1,1,1,2,2,2,2,4,2,2.333333333,4,4,4,5,5,5,4.6,4,4,4,4,4,4,4,4,2,5,5,4,1,1,1,1,2,2,2,2,1,2,1,1,3,1,1,1,2,2,3,2,3,5,2,4,4
3,3,3,3,3,3,3,3,3,2,1,1,4,2.333333333,4,5,3,5,4,5,4.6,4,5,4,4,5,3,4.166666667,4,2,3,5,3.5,3,3,3,0,3,3,3,0,3,3,2,1,2,3,3,3,3,3,0,2,3,5,2,1,3
1,1,1,1,1,1,1,1,1,5,5,1,1,2.333333333,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,3,1,2,2,3,1,2,2,3,3,2,1,2,1,1,1,2,2,2,4,2,3,5,3,1,4
1,1,1,2,2,2,1.5,3,4,3,4,3,4,3.5,4,4,3,2,4,4,3.6,4,5,4,4,5,5,4.5,4,3,4,3,3.5,2,1,3,0,2,1,2,1,2,3,2,1,2,3,1,2,2,2,3,2,3,5,3,4,5
1,1,1,1,1,1,1,3,3,3,3,3,4,3.166666667,4,3,4,3,2,2,2.8,4,4,4,4,4,4,4,4,2,2,2,2.5,1,2,3,2,2,1,1,0,1,1,1,1,2,3,3,3,3,3,0,3,2,2,3,3,1
4,4,4,4,4,4,4,4,4,3,2,4,2,3.166666667,2,3,2,4,3,5,3.4,2,4,4,4,5,4,3.833333333,2,4,2,4,3,3,3,3,0,3,3,3,0,3,3,3,1,1,3,3,3,3,3,0,2,3,5,3,4,5
1,1,1,1,1,1,1,3,1,1,1,1,1,1.333333333,3,4,3,4,3,5,3.8,3,5,4,4,4,3,3.833333333,3,3,3,5,3.5,3,3,3,0,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,3,3,5,3,1,3
1,1,1,1,1,1,1,1,4,2,2,2,3,2.333333333,4,4,3,4,4,4,4,5,5,4,4,5,4,4.5,2,4,4,4,3.5,1,2,2,3,1,1,2,2,1,1,1,1,2,1,1,2,2,2,4,2,3,5,3,4,5
1,1,1,1,2,2,1.333333333,3,3,3,5,3,2,3.166666667,3,3,3,3,2,3,2.8,5,5,5,3,4,4,4.333333333,3,4,4,3,3.5,3,3,3,0,3,3,2,1,1,2,3,1,3,1,1,1,3,3,2,2,3,5,2,2,3
1,1,1,1,1,1,1,3,5,5,5,5,5,4.666666667,5,5,1,5,5,5,5,4,4,5,4,4,5,4.333333333,5,2,2,3,3,3,3,3,0,3,2,2,2,3,3,3,1,1,1,1,2,2,3,4,2,3,5,3,4,5
1,1,2,1,1,1,1.166666667,2,4,2,2,2,4,2.666666667,3,4,3,4,4,4,3.8,2,5,4,4,4,3,3.666666667,2,4,4,4,3.5,1,2,1,2,1,2,2,3,2,2,1,1,2,1,1,1,2,2,3,2,3,5,2,1,3
1,1,1,1,1,1,1,3,2,2,2,3,3,2.5,3,3,3,3,3,4,3.2,4,4,3,4,3,3,3.5,3,3,2,3,2.75,1,3,3,1,3,2,2,2,3,3,3,3,0,2,1,1,3,3,1,2,1,5,2,1,2
1,1,1,2,2,2,1.5,2,1,2,2,4,2,2.166666667,3,4,3,4,4,4,3.8,4,5,5,5,5,5,4.833333333,3,2,2,4,2.75,1,2,3,2,1,1,2,2,3,2,1,1,2,3,1,1,2,3,2,2,3,5,3,1,4
1,1,1,1,1,1,1,3,4,3,4,3,3,3.333333333,3,4,3,3,4,3,3.4,4,4,4,4,4,4,4,4,4,4,3,3.75,3,3,1,0,3,3,2,1,3,2,3,1,2,1,1,1,3,3,2,3,3,5,2,4,3
1,1,1,1,1,1,1,3,3,3,3,3,4,3.166666667,3,5,3,5,2,5,4,2,5,4,4,5,4,4,2,2,3,3,2.5,1,2,3,2,3,2,2,2,3,2,1,1,2,3,1,3,3,3,1,2,3,5,3,4,5
1,2,1,2,3,3,2,5,1,1,1,1,1,1.666666667,3,5,5,1,5,3,3.4,5,5,5,5,5,5,5,5,5,1,5,4,2,3,3,0,3,3,3,0,3,2,1,1,2,1,3,1,3,3,1,2,3,5,3,1,4
3,3,3,3,3,3,3,1,2,1,2,2,1,1.5,2,2,3,3,4,4,3,4,3,3,2,4,3,3.166666667,3,2,3,2,2.5,1,1,2,2,2,1,2,1,2,2,2,1,3,1,1,2,2,1,5,3,3,5,3,1,3
1,1,1,1,1,1,1,5,3,3,3,5,3,3.666666667,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,1,1,1,2,1,1,3,1,3,3,3,0,3,3,1,1,1,1,1,1,1,1,3,2,3,3,3,1,3
1,1,1,1,1,1,1,2,2,2,2,3,2,2.166666667,4,3,4,3,3,4,3.4,4,4,3,4,4,4,3.833333333,2,4,4,4,3.5,2,2,3,1,3,2,2,2,3,2,2,1,3,2,1,1,3,2,1,3,3,5,3,1,3
3,4,4,5,4,4,4,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,4,2,4,4,2,3,4,5,5,5,4.75,1,2,2,3,3,1,2,1,2,2,2,1,3,1,2,2,2,3,3,3,3,5,3,4,4
6,6,6,6,6,6,NA,1,1,1,1,1,1,1,1,1,1,5,5,5,3.4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,3,3,5,3,4,4
3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,4,3.6,4,4,5,4,4,4,4.166666667,4,2,2,2,2.5,3,3,3,0,3,2,3,1,3,3,1,1,1,3,3,3,2,3,1,2,3,5,3,1,4
6,6,6,6,6,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,3,2,1
1,1,1,1,1,1,1,2,1,2,2,2,3,2,3,4,3,3,4,4,3.6,5,5,4,3,3,3,3.833333333,4,5,3,4,4,1,2,3,2,3,3,3,0,3,3,3,3,0,3,3,3,2,3,1,2,3,5,3,4,5
1,1,1,1,1,1,1,3,2,2,5,3,3,3,5,4,4,3,5,5,4.4,5,4,1,3,4,1,3,4,5,4,3,4,1,2,2,3,1,2,2,3,3,2,1,1,2,1,1,1,2,3,3,2,3,5,3,4,5
1,1,1,1,1,1,1,5,4,5,5,5,5,4.833333333,4,5,3,5,5,5,4.8,4,5,5,4,5,5,4.666666667,2,5,4,4,3.75,3,2,3,1,3,2,2,2,1,3,3,1,2,3,1,1,3,3,1,3,3,5,2,1,2
1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,3,3,3,3,3,3.2,3,4,3,4,3,3,3.333333333,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,0,3,3,3,2,3,1,2,3,5,4,4,4
1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,5,3,5,3,5,4.2,5,5,5,4,5,4,4.666666667,4,3,3,4,3.5,1,2,3,2,3,2,1,1,3,3,3,1,1,1,2,3,3,3,1,2,3,5,3,4,5
2,2,2,2,2,2,2,3,2,4,2,4,3,3,4,5,4,3,4,3,3.8,4,4,3,4,4,4,3.833333333,4,3,3,5,3.75,1,3,3,1,3,3,3,0,3,3,2,2,1,3,3,1,3,3,0,2,3,3,3,3,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,4.8,5,5,5,5,5,5,5,3,5,1,3,3,3,3,3,0,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,3,3,5,2,4,3
1,2,3,3,3,3,2.5,3,3,3,2,3,3,2.833333333,3,3,3,3,2,3,2.8,4,5,4,3,3,3,3.666666667,3,3,2,2,2.5,1,1,1,1,3,2,1,1,2,3,1,1,1,3,2,2,2,1,3,2,3,5,2,1,3
1,1,1,1,1,1,1,3,2,2,2,3,2,2.333333333,4,4,4,4,5,5,4.4,3,3,4,3,3,3,3.166666667,3,3,3,3,3,1,2,3,2,3,2,2,2,2,3,1,3,0,1,3,3,2,3,2,2,1,5,2,2,2
3,3,3,3,3,3,3,1,1,2,2,1,3,1.666666667,3,4,3,3,3,4,3.4,4,4,4,3,3,3,3.5,5,3,3,4,3.75,3,2,3,1,3,3,2,1,3,2,3,1,2,3,3,3,3,3,0,2,3,5,3,4,5
1,1,2,2,2,2,1.666666667,3,2,3,4,4,3,3.166666667,4,4,4,4,3,4,3.8,4,4,4,4,4,3,3.833333333,2,2,2,4,2.5,1,2,3,2,2,2,1,1,1,2,1,2,2,2,1,1,2,3,2,2,3,5,1,4,4
1,1,1,1,1,1,1,3,2,3,2,3,3,2.666666667,3,3,3,3,3,3,3,4,4,4,3,4,3,3.666666667,5,3,4,5,4.25,3,3,3,0,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,3,3,5,2,4,3
1,1,1,2,3,2,1.666666667,4,2,4,4,3,3,3.333333333,5,5,4,4,2,5,4.2,4,4,5,4,5,5,4.5,3,3,3,4,3.25,2,2,1,1,1,2,2,3,1,1,1,1,2,1,3,1,2,2,2,3,3,5,4,1,2
1,2,1,2,2,2,1.666666667,4,4,3,2,4,2,3.166666667,3,4,3,4,3,4,3.6,4,4,4,4,4,3,3.833333333,4,2,4,4,3.5,1,2,1,2,1,2,2,3,1,2,1,1,3,1,1,2,2,2,4,2,3,5,3,4,5
3,4,3,3,4,3,3.333333333,1,1,1,1,2,1,1.166666667,3,2,3,3,4,3,3,4,5,5,4,5,3,4.333333333,4,3,3,5,3.75,2,2,2,2,1,2,2,3,1,1,2,1,3,1,1,2,2,3,4,1,3,5,3,1,3
1,1,1,1,1,1,1,1,2,2,1,2,2,1.666666667,3,4,3,4,4,4,3.8,3,4,4,4,4,4,3.833333333,3,3,3,3,3,3,3,3,0,3,3,2,1,2,2,3,1,2,3,1,2,2,2,3,2,3,5,2,1,3
2,2,2,2,2,2,2,4,3,3,3,4,4,3.5,4,4,4,2,2,2,2.8,3,3,4,3,4,3,3.333333333,4,3,3,2,3,3,3,3,0,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,2,3,5,3,1,4
3,3,3,3,3,3,3,4,2,3,2,4,2,2.833333333,4,4,3,3,3,4,3.6,1,5,4,3,5,4,3.666666667,5,1,4,4,3.5,1,2,3,2,3,2,2,2,1,1,1,1,2,3,1,1,2,2,2,2,3,5,3,1,4
1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,3,3,3.2,3,4,4,3,4,3,3.5,4,4,4,4,4,3,3,3,0,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,2,3,5,2,1,3
1,3,1,3,3,3,2.333333333,3,4,4,4,4,3,3.666666667,3,4,3,4,4,5,4,3,4,4,3,4,4,3.666666667,3,2,4,4,3.25,2,2,3,1,3,2,2,2,3,2,1,1,2,3,1,3,3,3,1,2,3,5,3,1,4
1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,4,4,3,5,5,5,4,4,4,4.5,4,2,2,2,2.5,3,3,3,0,3,3,3,0,3,3,3,1,1,3,3,3,3,3,0,3,3,5,3,4,4
1,1,1,1,1,1,1,3,4,5,4,5,5,4.333333333,4,4,4,3,3,4,3.6,3,4,3,4,4,2,3.333333333,3,2,4,3,3,1,1,1,1,1,1,1,1,1,2,2,1,4,1,1,1,2,2,3,2,3,5,5,1,3
1,1,1,1,1,1,1,5,5,5,5,5,4,4.833333333,4,4,4,4,2,4,3.6,4,5,5,5,4,5,4.666666667,4,3,4,4,3.75,1,2,2,3,3,2,2,2,3,2,1,1,2,1,1,2,2,3,4,2,3,5,3,2,4
6,6,6,6,6,6,NA,3,3,3,2,3,3,2.833333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,2,3,5,2,4,4
1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,5,3,3,3,3,3.6,5,5,5,5,5,3,4.666666667,4,2,3,5,3.5,1,2,3,2,3,3,2,1,3,3,1,1,1,2,1,2,2,3,3,3,3,5,3,3,3
1,2,3,4,3,2,2.5,5,5,5,4,4,4,4.5,4,4,3,4,1,1,2.8,5,4,3,3,2,4,3.5,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,4,2,1,2,1,1,1
1,2,2,3,3,3,2.333333333,4,3,4,3,4,3,3.5,3,4,4,3,3,3,3.2,4,4,3,4,4,4,3.833333333,4,3,2,3,3,1,2,3,2,3,3,2,1,3,3,3,1,1,2,1,1,2,2,2,2,3,5,3,1,4
1,1,1,1,1,1,1,4,2,2,2,2,2,2.333333333,1,1,2,4,5,5,3.2,4,4,4,4,4,5,4.166666667,5,2,2,2,2.75,1,1,3,1,3,1,3,0,3,3,3,1,1,3,3,3,3,3,0,2,3,5,2,4,4
1,1,1,1,5,5,2.333333333,4,4,2,2,2,2,2.666666667,5,4,3,2,5,5,4.2,1,5,5,4,4,4,3.833333333,2,2,4,5,3.25,3,3,3,0,3,2,3,1,3,3,3,3,0,3,3,3,3,3,0,3,3,5,2,1,2
1,1,1,1,1,1,1,3,4,4,5,4,5,4.166666667,4,4,3,4,4,4,4,4,4,4,4,5,4,4.166666667,4,4,4,5,4.25,1,2,3,2,3,3,2,1,3,3,3,1,1,3,3,3,2,3,1,3,3,5,3,1,3
1,1,1,1,1,1,1,4,4,2,4,4,2,3.333333333,4,4,4,4,4,5,4.2,4,4,4,4,5,4,4.166666667,4,4,4,4,4,2,3,3,0,3,3,2,1,3,2,3,1,2,2,2,2,3,3,1,3,3,5,3,1,3
1,1,1,1,1,1,1,4,4,4,4,4,4,4,5,5,5,5,5,5,5,2,4,5,4,5,4,4,4,2,4,3,3.25,1,3,3,1,1,3,3,1,3,3,3,3,0,3,3,1,3,3,0,2,3,3,3,1,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3.5,3,3,3,3,3,3,3,3,0,3,3,2,1,3,3,1,1,1,3,3,3,1,3,0,2,3,2,3,1,3
1,1,1,1,1,1,1,3,3,3,3,3,3,3,4,4,4,3,4,3,3.6,5,5,5,5,5,5,5,5,1,1,1,2,1,3,2,2,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,2,3,5,5,1,3
3,3,3,3,3,3,3,4,2,2,2,2,3,2.5,5,3,2,4,4,5,4.2,4,4,4,3,4,3,3.666666667,4,4,4,4,4,2,2,3,1,3,3,2,1,3,2,1,1,2,1,2,2,2,2,3,2,3,5,3,1,4
1,2,2,2,2,2,1.833333333,3,4,4,4,4,4,3.833333333,4,4,4,4,4,4,4,4,4,5,5,4,4,4.333333333,5,3,3,2,3.25,3,3,3,0,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,2,3,5,2,1,3
6,6,6,6,6,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,2,1,5,4,1,2
1,1,1,1,6,6,1,3,4,4,4,4,4,3.833333333,4,5,5,5,4,4,4.4,3,5,5,3,3,5,4,3,3,3,3,3,1,1,3,1,1,2,2,3,1,2,3,3,2,3,3,3,3,3,0,3,4,3,2,1,0
6,6,6,6,6,6,NA,5,4,5,2,4,4,4,3,4,3,3,3,4,3.4,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,2,3,5,2,1,3
6,6,6,6,6,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,2,3,5,2,2,3
1,1,1,1,1,1,1,1,2,2,2,2,2,1.833333333,4,4,3,5,3,5,4.2,3,5,5,5,5,3,4.333333333,4,3,1,4,3,1,2,3,2,3,2,2,2,3,3,2,1,2,2,1,2,3,3,2,2,3,5,3,4,5
1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,3,3,4,3,3.666666667,5,5,4,5,4.75,3,3,3,0,3,2,2,2,3,3,3,3,0,3,3,3,3,3,0,2,3,5,3,4,5
1,1,1,1,1,1,1,2,1,2,1,2,2,1.666666667,5,4,3,4,5,5,4.6,5,5,5,5,5,4,4.833333333,2,3,4,5,3.5,3,3,3,0,3,3,2,1,3,2,3,1,2,3,3,1,3,3,0,2,3,5,3,3,4
1,1,1,1,1,1,1,4,2,2,2,2,2,2.333333333,4,4,3,2,4,3,3.4,4,5,4,4,5,4,4.333333333,5,2,3,4,3.5,1,2,3,2,3,2,2,2,3,3,3,1,1,3,3,1,3,3,0,3,3,5,2,4,3
1,1,1,1,1,1,1,5,4,3,4,5,5,4.333333333,4,5,2,5,2,5,4.2,4,5,4,3,5,5,4.333333333,2,2,5,2,2.75,1,2,3,2,1,1,2,2,1,2,1,1,3,1,1,2,2,3,4,2,3,5,3,4,5
1,2,1,2,2,2,1.666666667,5,3,4,2,5,4,3.833333333,4,4,3,5,4,5,4.4,2,5,5,4,4,2,3.666666667,2,2,4,4,3,1,2,2,3,2,1,2,1,1,2,2,1,4,1,1,2,2,1,5,2,3,5,5,3,3
1,1,1,1,1,1,1,3,3,2,4,3,4,3.166666667,4,4,4,3,3,3,3.4,4,5,4,4,4,3,4,4,2,3,4,3.25,3,3,3,0,3,3,3,0,3,2,3,3,1,3,3,3,3,3,0,3,4,5,4,2,1
1,1,1,1,1,1,1,4,4,4,3,4,4,3.833333333,4,4,4,3,3,3,3.4,4,4,4,4,4,4,4,4,2,2,2,2.5,1,2,3,2,1,1,1,1,3,3,3,1,1,3,3,2,3,3,1,2,3,5,2,3,3
1,3,3,3,3,3,2.666666667,3,4,2,2,3,2,2.666666667,3,4,2,4,4,4,3.8,3,5,5,4,5,4,4.333333333,4,4,4,4,4,1,2,1,2,1,2,2,3,1,2,1,1,3,1,2,1,1,2,1,2,3,5,3,2,4
1,2,1,2,1,1,1.333333333,2,3,1,3,2,3,2.333333333,4,5,3,4,2,2,3.4,5,5,5,3,4,4,4.333333333,5,4,2,4,3.75,2,3,3,0,1,3,2,2,1,2,2,1,4,1,1,1,2,3,3,2,3,5,3,2,4
1,1,1,1,1,1,1,3,2,2,2,2,2,2.166666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,3,3,5,1,2,2
1,1,1,1,1,1,1,2,3,2,3,3,3,2.666666667,3,4,4,4,3,4,3.6,3,4,4,4,5,4,4,3,2,3,4,3,1,2,3,2,1,2,2,3,3,2,1,1,2,1,2,1,1,2,1,2,3,5,3,2,4
1,3,3,3,3,3,2.666666667,5,4,4,5,4,3,4.166666667,3,4,4,5,4,5,4.2,5,4,4,4,5,2,4,3,2,4,4,3.25,1,2,3,2,3,3,2,1,3,3,3,1,1,3,1,2,3,3,2,1,3,5,2,4,3
1,1,1,1,1,1,1,3,4,4,3,4,4,3.666666667,5,4,5,4,2,5,4,4,4,4,4,4,5,4.166666667,4,4,2,3,3.25,1,3,3,1,3,1,3,0,3,1,1,1,1,1,2,1,3,3,1,2,3,5,2,4,4
1,1,1,1,1,1,1,2,4,4,2,4,4,3.333333333,4,5,4,4,5,5,4.6,4,5,4,4,4,5,4.333333333,5,4,2,5,4,1,1,3,1,3,2,1,1,3,1,1,2,0,1,1,1,2,3,3,2,3,5,2,2,3
2,3,2,1,2,6,2,2,2,2,4,2,2,2.333333333,2,4,2,2,2,4,2.8,2,4,4,4,2,4,3.333333333,2,2,2,4,2.5,1,2,1,2,1,2,2,3,1,2,1,1,3,1,1,2,2,1,5,2,3,5,3,4,5
4,4,4,4,4,4,4,2,2,4,2,4,2,2.666666667,4,4,4,2,2,2,2.8,4,4,4,4,4,4,4,4,2,2,2,2.5,3,3,3,0,3,3,2,1,3,3,3,3,0,3,3,3,3,3,0,3,3,5,3,1,3
1,1,1,1,1,1,1,3,2,2,2,3,2,2.333333333,3,4,2,4,2,4,3.4,3,4,4,4,4,3,3.666666667,4,4,4,4,4,3,2,3,1,3,3,2,1,3,2,3,1,2,3,1,3,3,3,1,3,3,5,3,2,3
1,1,1,1,1,1,1,5,3,3,2,3,3,3.166666667,3,4,3,4,3,4,3.6,4,4,4,4,4,4,4,4,3,2,4,3.25,1,2,3,2,3,1,2,1,1,3,1,1,2,1,1,1,3,2,2,2,3,5,3,1,4
3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,4,3,3,2.8,4,4,4,4,4,4,4,4,2,3,2,2.75,1,2,3,2,3,2,2,2,2,3,3,3,0,3,3,3,3,3,0,2,3,5,3,4,5
1,2,2,3,2,3,2.166666667,4,4,5,4,4,4,4.166666667,4,3,4,4,3,4,3.6,2,4,4,4,5,4,3.833333333,3,4,3,4,3.5,1,2,2,3,1,2,2,3,2,1,1,1,1,1,2,1,2,2,2,2,3,5,5,2,3
1,1,1,1,1,1,1,4,2,4,2,4,2,3,4,4,2,4,4,4,4,2,4,4,4,4,2,3.333333333,4,4,4,4,4,1,2,2,3,1,1,2,2,2,1,2,1,2,2,2,1,2,2,1,3,3,5,5,4,3
6,6,6,6,6,6,NA,4,3,3,3,4,3,3.333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,2,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,3,3,5,5,1,2
1,1,1,1,1,1,1,4,4,3,5,5,3,4,4,4,4,5,5,5,4.6,4,5,3,4,4,4,4,4,2,4,3,3.25,1,2,1,2,1,3,2,2,1,1,1,1,2,1,1,1,1,2,2,2,3,5,3,4,5
1,1,1,1,1,1,1,3,3,2,2,2,3,2.5,3,3,3,4,3,3,3.2,2,5,4,3,4,4,3.666666667,4,3,4,4,3.75,3,3,3,0,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,1,3,5,3,1,3
3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2.8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,2,3,5,2,1,3
6,6,6,6,6,6,NA,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,4,3,3.833333333,4,2,2,2,2.5,1,2,1,2,1,2,3,2,3,3,3,3,0,3,3,2,2,3,2,2,3,5,3,1,4
6,6,6,6,6,6,NA,3,3,3,2,3,3,2.833333333,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,3,3,5,3,4,4
2,2,2,2,2,2,2,4,3,5,3,4,3,3.666666667,2,3,3,4,4,4,3.4,4,4,4,4,4,3,3.833333333,3,3,3,4,3.25,3,3,3,0,3,3,2,1,3,3,3,3,0,3,3,3,3,3,0,2,3,5,4,4,4
